Name,Population,Population II,Male Population,Drive to Work - Solo Driver,Public Transportation,Work from Home,Zipcode
ZCTA5 75758,8119,,,2779,0,279,75758
ZCTA5 75472,3685,,,1069,0,28,75472
ZCTA5 75491,4913,,,1971,0,134,75491
ZCTA5 75501,35834,,,11891,131,162,75501
ZCTA5 75571,2971,,,1087,0,70,75571
ZCTA5 75603,5954,,,2155,0,64,75603
ZCTA5 75652,16946,,,4745,0,302,75652
ZCTA5 75686,13132,,,4299,13,196,75686
ZCTA5 75706,9505,,,3552,0,114,75706
ZCTA5 75766,27008,,,8874,0,159,75766
ZCTA5 75789,7972,,,2392,0,138,75789
ZCTA5 75845,3137,,,824,0,106,75845
ZCTA5 75850,674,,,201,0,28,75850
ZCTA5 75855,2968,,,664,0,43,75855
ZCTA5 75930,2026,,,551,8,55,75930
ZCTA5 75944,1265,,,353,0,9,75944
ZCTA5 75964,19717,,,6055,22,263,75964
ZCTA5 75977,395,,,104,3,0,75977
ZCTA5 75980,2472,,,534,0,59,75980
ZCTA5 75764,166,,,72,0,11,75764
ZCTA5 75840,6627,,,2465,0,29,75840
ZCTA5 75934,204,,,64,0,0,75934
ZCTA5 75853,538,,,181,0,29,75853
ZCTA5 75859,1815,,,421,0,29,75859
ZCTA5 75933,1469,,,359,0,0,75933
ZCTA5 75941,8826,,,2384,0,73,75941
ZCTA5 75570,11024,,,3196,0,188,75570
ZCTA5 75601,16144,,,5938,8,191,75601
ZCTA5 75638,5777,,,1942,0,114,75638
ZCTA5 75651,1870,,,859,0,0,75651
ZCTA5 75654,12450,,,4494,0,104,75654
ZCTA5 75704,10352,,,3024,0,93,75704
ZCTA5 75756,4611,,,1654,0,30,75756
ZCTA5 75757,12408,,,4669,29,231,75757
ZCTA5 75760,2392,,,537,3,29,75760
ZCTA5 75765,7292,,,1836,8,178,75765
ZCTA5 75771,20488,,,6774,0,380,75771
ZCTA5 75773,13640,,,4129,0,300,75773
ZCTA5 75790,4154,,,1602,0,119,75790
ZCTA5 75831,5494,,,1657,0,103,75831
ZCTA5 75839,5330,,,1793,0,203,75839
ZCTA5 75848,122,,,40,0,5,75848
ZCTA5 75849,78,,,21,0,1,75849
ZCTA5 75858,0,,,0,0,0,75858
ZCTA5 75904,34059,,,11582,43,448,75904
ZCTA5 75932,1691,,,322,0,25,75932
ZCTA5 75937,925,,,258,0,9,75937
ZCTA5 75956,8510,,,2658,0,46,75956
ZCTA5 75973,2657,,,795,0,109,75973
ZCTA5 75449,1351,,,339,0,100,75449
ZCTA5 75480,1857,,,555,0,61,75480
ZCTA5 75459,5285,,,2290,0,106,75459
ZCTA5 75468,797,,,207,0,0,75468
ZCTA5 75475,148,,,22,0,16,75475
ZCTA5 75487,1987,,,660,4,27,75487
ZCTA5 75490,2518,,,1018,0,91,75490
ZCTA5 75503,25710,,,9894,0,304,75503
ZCTA5 75555,1672,,,617,0,17,75555
ZCTA5 74966,3663,,,1130,0,32,74966
ZCTA5 74041,2852,,,1065,3,46,74041
ZCTA5 74048,6213,,,1986,9,51,74048
ZCTA5 74050,356,,,105,0,0,74050
ZCTA5 74052,1019,,,298,0,15,74052
ZCTA5 74054,800,,,223,0,18,74054
ZCTA5 74071,148,,,50,0,0,74071
ZCTA5 74723,1399,,,296,4,37,74723
ZCTA5 74724,399,,,106,0,4,74724
ZCTA5 74733,3161,,,996,0,39,74733
ZCTA5 74740,2289,,,713,8,0,74740
ZCTA5 74743,8397,,,2315,27,79,74743
ZCTA5 74755,111,,,35,0,0,74755
ZCTA5 74801,22194,,,7188,17,243,74801
ZCTA5 74820,31480,,,12189,93,255,74820
ZCTA5 74856,818,,,294,0,14,74856
ZCTA5 74857,8911,,,3270,0,158,74857
ZCTA5 74884,5731,,,1531,0,72,74884
ZCTA5 74901,1872,,,488,0,14,74901
ZCTA5 74941,2759,,,730,0,29,74941
ZCTA5 74948,11862,,,4020,0,65,74948
ZCTA5 74953,12052,,,4345,6,95,74953
ZCTA5 74445,2963,,,1012,2,69,74445
ZCTA5 74955,15122,,,4629,20,107,74955
ZCTA5 74959,7150,,,2619,0,23,74959
ZCTA5 74960,13497,,,4169,7,180,74960
ZCTA5 74451,4543,,,1386,12,79,74451
ZCTA5 74471,1635,,,546,10,37,74471
ZCTA5 74538,4105,,,1280,0,64,74538
ZCTA5 74540,214,,,44,0,16,74540
ZCTA5 74572,633,,,193,3,6,74572
ZCTA5 74578,6138,,,1865,8,58,74578
ZCTA5 74636,285,,,113,0,10,74636
ZCTA5 74722,272,,,66,7,0,74722
ZCTA5 74736,1122,,,327,0,2,74736
ZCTA5 74760,335,,,108,0,5,74760
ZCTA5 74761,72,,,16,0,0,74761
ZCTA5 74833,834,,,224,0,12,74833
ZCTA5 74834,7712,,,2475,0,145,74834
ZCTA5 74844,406,,,135,0,1,74844
ZCTA5 74849,3061,,,899,0,26,74849
ZCTA5 74850,327,,,60,0,18,74850
ZCTA5 74860,1784,,,489,0,22,74860
ZCTA5 74868,13443,,,4468,23,208,74868
ZCTA5 74869,684,,,220,0,0,74869
ZCTA5 74878,1397,,,455,0,17,74878
ZCTA5 74943,162,,,41,0,0,74943
ZCTA5 74954,5194,,,1815,5,39,74954
ZCTA5 74956,1739,,,488,0,19,74956
ZCTA5 74133,46067,,,19969,95,1272,74133
ZCTA5 74135,20849,,,8525,51,438,74135
ZCTA5 74332,1679,,,605,0,29,74332
ZCTA5 74333,1129,,,408,0,23,74333
ZCTA5 74338,5353,,,1616,3,84,74338
ZCTA5 74354,17926,,,6308,38,107,74354
ZCTA5 74367,407,,,166,0,16,74367
ZCTA5 74423,981,,,303,0,5,74423
ZCTA5 74425,1448,,,368,12,0,74425
ZCTA5 74875,1268,,,446,0,17,74875
ZCTA5 74902,4102,,,1489,13,51,74902
ZCTA5 74939,1164,,,154,0,3,74939
ZCTA5 74951,1307,,,411,0,5,74951
ZCTA5 74957,1198,,,285,0,16,74957
ZCTA5 74430,464,,,171,0,3,74430
ZCTA5 74434,8583,,,3443,0,105,74434
ZCTA5 74437,9822,,,2698,5,149,74437
ZCTA5 74442,901,,,253,0,9,74442
ZCTA5 74556,359,,,93,2,17,74556
ZCTA5 74560,608,,,219,0,7,74560
ZCTA5 74561,1943,,,630,0,19,74561
ZCTA5 74601,19051,,,6870,22,243,74601
ZCTA5 74631,7482,,,2340,0,43,74631
ZCTA5 74632,599,,,212,0,7,74632
ZCTA5 74644,528,,,189,0,6,74644
ZCTA5 74646,228,,,48,0,3,74646
ZCTA5 74647,3586,,,1201,4,41,74647
ZCTA5 74651,847,,,291,5,2,74651
ZCTA5 74653,3740,,,1378,0,57,74653
ZCTA5 74630,752,,,181,16,4,74630
ZCTA5 74643,440,,,183,0,6,74643
ZCTA5 74764,3814,,,1440,0,9,74764
ZCTA5 76469,78,,,3,0,0,76469
ZCTA5 74826,1133,,,295,0,17,74826
ZCTA5 74829,1474,,,120,0,1,74829
ZCTA5 76453,1275,,,369,0,55,76453
ZCTA5 76470,3479,,,1046,0,12,76470
ZCTA5 76481,255,,,54,0,0,76481
ZCTA5 76523,0,,,0,0,0,76523
ZCTA5 76525,1082,,,294,0,36,76525
ZCTA5 76528,16825,,,4754,12,349,76528
ZCTA5 76301,15056,,,4979,70,100,76301
ZCTA5 76443,2056,,,528,0,45,76443
ZCTA5 76446,7686,,,2686,5,290,76446
ZCTA5 76454,1553,,,463,0,24,76454
ZCTA5 76459,241,,,86,0,5,76459
ZCTA5 76463,382,,,152,0,6,76463
ZCTA5 76466,244,,,151,0,0,76466
ZCTA5 76475,892,,,267,0,5,76475
ZCTA5 76486,1105,,,382,0,52,76486
ZCTA5 76513,37916,,,13827,6,667,76513
ZCTA5 76518,1880,,,543,0,57,76518
ZCTA5 76519,401,,,128,0,0,76519
ZCTA5 76570,2723,,,796,0,61,76570
ZCTA5 76571,7737,,,3023,0,441,76571
ZCTA5 76640,3157,,,1103,17,70,76640
ZCTA5 76642,6750,,,1958,0,88,76642
ZCTA5 76671,1722,,,494,3,18,76671
ZCTA5 76801,25319,,,8928,24,219,76801
ZCTA5 76689,3359,,,1209,0,55,76689
ZCTA5 76691,6568,,,2756,0,139,76691
ZCTA5 76707,15418,,,4541,57,60,76707
ZCTA5 76827,391,,,120,0,2,76827
ZCTA5 76831,36,,,17,0,0,76831
ZCTA5 76834,5328,,,1918,2,18,76834
ZCTA5 76837,3279,,,643,0,48,76837
ZCTA5 76845,254,,,62,0,40,76845
ZCTA5 76856,3650,,,1375,0,96,76856
ZCTA5 76858,256,,,85,0,0,76858
ZCTA5 76009,21041,,,7840,0,242,76009
ZCTA5 76031,16855,,,6104,0,196,76031
ZCTA5 76036,25597,,,10418,0,464,76036
ZCTA5 76302,13083,,,4823,0,49,76302
ZCTA5 76308,19092,,,8470,47,250,76308
ZCTA5 76370,257,,,107,0,12,76370
ZCTA5 76380,3639,,,1305,0,23,76380
ZCTA5 76424,8811,,,2645,0,60,76424
ZCTA5 76442,7813,,,2653,0,115,76442
ZCTA5 76444,3585,,,1209,0,45,76444
ZCTA5 76445,165,,,39,0,0,76445
ZCTA5 76449,2506,,,949,0,52,76449
ZCTA5 76450,13020,,,4633,0,452,76450
ZCTA5 76462,3372,,,1397,6,46,76462
ZCTA5 76464,532,,,142,0,6,76464
ZCTA5 76476,2623,,,1070,0,48,76476
ZCTA5 76511,2753,,,720,0,86,76511
ZCTA5 76520,7921,,,2193,10,79,76520
ZCTA5 76522,36204,,,12787,57,530,76522
ZCTA5 76531,4740,,,1417,0,103,76531
ZCTA5 76534,2857,,,967,0,79,76534
ZCTA5 76543,30378,,,11209,54,241,76543
ZCTA5 76643,14347,,,6485,0,394,76643
ZCTA5 76548,30329,,,10969,32,494,76548
ZCTA5 76621,870,,,388,0,22,76621
ZCTA5 76628,34,,,15,0,0,76628
ZCTA5 76648,2789,,,908,0,49,76648
ZCTA5 76657,9897,,,3892,0,174,76657
ZCTA5 76012,26919,,,10450,57,685,76012
ZCTA5 76013,33760,,,13228,1,1027,76013
ZCTA5 76017,47355,,,21071,0,1327,76017
ZCTA5 76020,28207,,,10845,0,624,76020
ZCTA5 77378,16201,,,5750,8,84,77378
ZCTA5 77356,26753,,,9318,49,1740,77356
ZCTA5 77357,25359,,,8727,30,249,77357
ZCTA5 77359,475,,,131,0,0,77359
ZCTA5 77382,39861,,,13728,496,1588,77382
ZCTA5 77396,57775,,,22519,538,901,77396
ZCTA5 77419,1452,,,506,27,63,77419
ZCTA5 77428,0,,,0,0,0,77428
ZCTA5 77432,103,,,27,0,0,77432
ZCTA5 77435,4258,,,1767,0,60,77435
ZCTA5 77441,11308,,,3673,94,711,77441
ZCTA5 77447,15219,,,5389,81,620,77447
ZCTA5 77025,28955,,,12091,985,812,77025
ZCTA5 77038,31365,,,11042,256,386,77038
ZCTA5 77039,28385,,,9085,74,329,77039
ZCTA5 77040,48290,,,20578,384,946,77040
ZCTA5 77057,41503,,,18612,1187,821,77057
ZCTA5 77060,44828,,,13784,616,262,77060
ZCTA5 77067,34575,,,12733,635,261,77067
ZCTA5 77068,10991,,,4403,56,244,77068
ZCTA5 77077,58131,,,26281,725,1351,77077
ZCTA5 77303,20163,,,7713,27,528,77303
ZCTA5 77335,2912,,,1270,23,25,77335
ZCTA5 77368,166,,,13,0,0,77368
ZCTA5 77381,36507,,,13095,463,1525,77381
ZCTA5 77385,25572,,,10499,120,1146,77385
ZCTA5 77422,13542,,,4208,0,95,77422
ZCTA5 77426,2096,,,788,0,53,77426
ZCTA5 77464,173,,,60,0,5,77464
ZCTA5 77493,32257,,,12562,167,922,77493
ZCTA5 77494,114989,,,40088,1689,3183,77494
ZCTA5 77872,1819,,,566,0,12,77872
ZCTA5 77964,8304,,,3091,0,172,77964
ZCTA5 77970,303,,,110,0,0,77970
ZCTA5 77974,355,,,146,0,20,77974
ZCTA5 77977,601,,,223,0,26,77977
ZCTA5 77984,4028,,,1361,7,94,77984
ZCTA5 77991,395,,,98,0,0,77991
ZCTA5 77994,451,,,176,0,4,77994
ZCTA5 76054,12119,,,5181,0,424,76054
ZCTA5 76059,5211,,,1740,0,102,76059
ZCTA5 76660,587,,,233,0,22,76660
ZCTA5 76667,11096,,,3856,0,107,76667
ZCTA5 76708,27467,,,10398,27,499,76708
ZCTA5 76848,64,,,8,0,0,76848
ZCTA5 76854,263,,,70,0,0,76854
ZCTA5 76869,100,,,49,0,0,76869
ZCTA5 76870,230,,,48,0,3,76870
ZCTA5 76872,896,,,318,0,21,76872
ZCTA5 76048,24118,,,8689,33,440,76048
ZCTA5 76933,1273,,,503,0,8,76933
ZCTA5 76949,7,,,0,0,1,76949
ZCTA5 76040,32005,,,13482,41,575,76040
ZCTA5 76077,342,,,53,0,19,76077
ZCTA5 76093,1753,,,564,0,15,76093
ZCTA5 76104,18327,,,4900,109,189,76104
ZCTA5 76109,23512,,,9661,20,842,76109
ZCTA5 76117,31860,,,11381,15,437,76117
ZCTA5 76134,26484,,,9122,30,384,76134
ZCTA5 76137,60061,,,26203,14,1265,76137
ZCTA5 76179,60286,,,25148,1,1644,76179
ZCTA5 76180,36964,,,15634,0,984,76180
ZCTA5 76240,27419,,,9440,9,513,76240
ZCTA5 76272,4130,,,1496,2,96,76272
ZCTA5 76071,4508,,,1479,0,74,76071
ZCTA5 76105,21822,,,5836,83,199,76105
ZCTA5 76110,31825,,,11535,112,301,76110
ZCTA5 76111,22320,,,8292,21,201,76111
ZCTA5 76112,41743,,,14629,356,823,76112
ZCTA5 76118,16300,,,6856,34,295,76118
ZCTA5 76205,22093,,,8726,80,581,76205
ZCTA5 76230,9762,,,3646,0,76,76230
ZCTA5 76239,1214,,,362,0,38,76239
ZCTA5 76245,2068,,,634,0,168,76245
ZCTA5 76432,1166,,,382,0,11,76432
ZCTA5 76460,348,,,91,0,54,76460
ZCTA5 76704,7538,,,1635,9,0,76704
ZCTA5 76682,2817,,,1027,30,45,76682
ZCTA5 76692,10474,,,3201,2,224,76692
ZCTA5 76706,38597,,,12841,128,525,76706
ZCTA5 76821,4578,,,1450,0,23,76821
ZCTA5 76824,11,,,0,0,0,76824
ZCTA5 76832,687,,,214,0,35,76832
ZCTA5 76842,266,,,77,0,0,76842
ZCTA5 76853,1544,,,342,0,36,76853
ZCTA5 76857,1596,,,445,0,24,76857
ZCTA5 76873,36,,,3,0,6,76873
ZCTA5 76901,30552,,,11809,42,553,76901
ZCTA5 76904,35697,,,15440,0,448,76904
ZCTA5 76905,12769,,,4835,11,198,76905
ZCTA5 76932,3769,,,1336,0,44,76932
ZCTA5 76559,5849,,,2267,0,110,76559
ZCTA5 76565,104,,,9,0,0,76565
ZCTA5 76574,19026,,,7483,21,298,76574
ZCTA5 76637,558,,,162,0,5,76637
ZCTA5 76653,1253,,,267,0,11,76653
ZCTA5 76665,2523,,,855,0,38,76665
ZCTA5 76670,1598,,,510,0,49,76670
ZCTA5 76690,1063,,,340,0,8,76690
ZCTA5 76693,1629,,,549,0,22,76693
ZCTA5 76705,31230,,,10137,92,450,76705
ZCTA5 76862,189,,,25,0,31,76862
ZCTA5 76871,700,,,288,0,9,76871
ZCTA5 76890,1100,,,346,0,37,76890
ZCTA5 76930,96,,,25,0,21,76930
ZCTA5 76937,30,,,23,0,0,76937
ZCTA5 76940,115,,,50,0,29,76940
ZCTA5 76958,146,,,46,0,0,76958
ZCTA5 76448,5547,,,1495,19,0,76448
ZCTA5 76953,100,,,62,0,0,76953
ZCTA5 76457,3764,,,1192,0,64,76457
ZCTA5 76436,237,,,57,0,0,76436
ZCTA5 76452,108,,,7,0,0,76452
ZCTA5 76471,1940,,,494,0,10,76471
ZCTA5 76487,3201,,,1091,0,64,76487
ZCTA5 76524,2944,,,1110,0,98,76524
ZCTA5 76541,18198,,,5610,106,324,76541
ZCTA5 76554,2139,,,773,0,60,76554
ZCTA5 76556,1372,,,462,0,21,76556
ZCTA5 76887,110,,,67,0,0,76887
ZCTA5 76934,1160,,,333,0,13,76934
ZCTA5 76950,3883,,,1596,0,143,76950
ZCTA5 76561,1059,,,346,8,12,76561
ZCTA5 76491,318,,,121,0,2,76491
ZCTA5 76504,23666,,,8240,31,281,76504
ZCTA5 76530,2037,,,737,0,83,76530
ZCTA5 76626,1192,,,382,0,12,76626
ZCTA5 76078,10168,,,3871,19,254,76078
ZCTA5 76106,40014,,,12087,124,73,76106
ZCTA5 76474,196,,,44,0,6,76474
ZCTA5 76483,1065,,,411,0,34,76483
ZCTA5 76490,79,,,43,0,0,76490
ZCTA5 76557,5184,,,2146,0,11,76557
ZCTA5 76579,4732,,,1787,0,28,76579
ZCTA5 76116,50640,,,19952,245,857,76116
ZCTA5 76132,27058,,,11626,65,752,76132
ZCTA5 76225,3035,,,1092,12,130,76225
ZCTA5 76233,3327,,,1259,0,168,76233
ZCTA5 76249,8550,,,4089,13,161,76249
ZCTA5 76253,294,,,110,4,0,76253
ZCTA5 76255,5444,,,1818,0,92,76255
ZCTA5 76266,15695,,,6695,0,321,76266
ZCTA5 76270,1834,,,711,0,38,76270
ZCTA5 76271,1741,,,575,0,67,76271
ZCTA5 76351,2047,,,826,0,18,76351
ZCTA5 76354,12021,,,4623,0,143,76354
ZCTA5 76371,1376,,,469,0,23,76371
ZCTA5 76377,793,,,288,0,11,76377
ZCTA5 76384,12289,,,4642,0,76,76384
ZCTA5 76389,1413,,,593,0,77,76389
ZCTA5 76632,1732,,,374,30,16,76632
ZCTA5 76633,5286,,,2096,0,69,76633
ZCTA5 76636,1404,,,615,0,29,76636
ZCTA5 76641,1688,,,479,0,7,76641
ZCTA5 76649,635,,,138,0,24,76649
ZCTA5 76664,3762,,,1296,0,68,76664
ZCTA5 76431,3415,,,859,0,54,76431
ZCTA5 76433,1517,,,565,0,77,76433
ZCTA5 76825,6798,,,2585,2,25,76825
ZCTA5 76841,25,,,0,0,15,76841
ZCTA5 76844,3706,,,1167,0,21,76844
ZCTA5 76874,0,,,0,0,0,76874
ZCTA5 76875,522,,,237,0,11,76875
ZCTA5 76878,1857,,,626,5,21,76878
ZCTA5 76935,1912,,,592,0,45,76935
ZCTA5 76941,1360,,,498,3,38,76941
ZCTA5 76955,180,,,58,0,35,76955
ZCTA5 76028,69413,,,30095,59,1173,76028
ZCTA5 76226,25100,,,9764,0,1731,76226
ZCTA5 76227,32000,,,13468,0,1309,76227
ZCTA5 76015,16253,,,6633,0,331,76015
ZCTA5 76034,26001,,,10134,0,1396,76034
ZCTA5 76050,6241,,,2585,0,92,76050
ZCTA5 76053,30939,,,12022,0,577,76053
ZCTA5 76058,18535,,,6844,0,197,76058
ZCTA5 76542,49857,,,19378,112,744,76542
ZCTA5 76527,3681,,,1223,0,100,76527
ZCTA5 76537,5631,,,2448,0,219,76537
ZCTA5 76539,8566,,,2771,0,166,76539
ZCTA5 76550,12905,,,4206,0,229,76550
ZCTA5 76566,292,,,56,0,5,76566
ZCTA5 76567,9170,,,3328,25,108,76567
ZCTA5 76577,3052,,,1140,0,107,76577
ZCTA5 76622,1066,,,393,0,51,76622
ZCTA5 76629,1627,,,541,0,32,76629
ZCTA5 76645,10459,,,3373,0,61,76645
ZCTA5 76687,1898,,,583,2,0,76687
ZCTA5 77471,41139,,,15571,28,638,77471
ZCTA5 77483,226,,,135,0,0,77483
ZCTA5 77504,23875,,,8298,61,364,77504
ZCTA5 77545,24954,,,10915,133,603,77545
ZCTA5 77566,29602,,,12872,0,397,77566
ZCTA5 77575,16640,,,5467,0,209,77575
ZCTA5 77578,20310,,,8124,0,609,77578
ZCTA5 77611,8633,,,3803,0,88,77611
ZCTA5 77617,34,,,7,0,0,77617
ZCTA5 77622,1292,,,443,0,40,77622
ZCTA5 77655,330,,,138,0,0,77655
ZCTA5 77338,42787,,,16503,223,700,77338
ZCTA5 77339,41205,,,16255,430,1128,77339
ZCTA5 77362,5960,,,2260,0,162,77362
ZCTA5 77364,1551,,,504,0,32,77364
ZCTA5 77365,34781,,,13811,33,532,77365
ZCTA5 77371,7910,,,2109,0,58,77371
ZCTA5 77429,88344,,,33917,646,3493,77429
ZCTA5 77444,632,,,253,0,0,77444
ZCTA5 77454,15,,,0,0,0,77454
ZCTA5 77468,42,,,22,0,0,77468
ZCTA5 77473,90,,,25,0,0,77473
ZCTA5 77475,889,,,414,0,40,77475
ZCTA5 77489,36548,,,15322,228,536,77489
ZCTA5 77507,0,,,0,0,0,77507
ZCTA5 77511,46869,,,17955,21,677,77511
ZCTA5 77517,5429,,,1918,0,16,77517
ZCTA5 77535,34291,,,10982,0,249,77535
ZCTA5 77539,44041,,,16927,93,573,77539
ZCTA5 77551,21861,,,7328,156,178,77551
ZCTA5 77554,8769,,,3335,4,421,77554
ZCTA5 77560,610,,,271,0,0,77560
ZCTA5 77562,10380,,,3173,20,67,77562
ZCTA5 77590,31498,,,10153,48,251,77590
ZCTA5 77660,1205,,,408,0,6,77660
ZCTA5 77713,13469,,,6272,0,239,77713
ZCTA5 77807,11119,,,3979,0,112,77807
ZCTA5 77835,2317,,,617,0,171,77835
ZCTA5 77857,700,,,194,0,46,77857
ZCTA5 77880,1197,,,303,0,16,77880
ZCTA5 77861,2398,,,776,0,43,77861
ZCTA5 77868,17028,,,4578,0,207,77868
ZCTA5 77876,85,,,36,0,7,77876
ZCTA5 77905,14645,,,5842,32,321,77905
ZCTA5 77960,56,,,0,0,0,77960
ZCTA5 77963,5712,,,1633,0,90,77963
ZCTA5 77978,757,,,340,0,3,77978
ZCTA5 77657,21612,,,8697,11,299,77657
ZCTA5 77708,12918,,,5234,20,48,77708
ZCTA5 77833,29737,,,10787,3,420,77833
ZCTA5 77845,63078,,,27447,52,1143,77845
ZCTA5 77449,122814,,,51268,744,2224,77449
ZCTA5 77450,73683,,,28046,791,2065,77450
ZCTA5 77456,1588,,,637,0,0,77456
ZCTA5 77459,69546,,,27569,470,1713,77459
ZCTA5 77476,187,,,53,0,0,77476
ZCTA5 77480,8178,,,2912,0,9,77480
ZCTA5 77505,24022,,,10408,38,380,77505
ZCTA5 77515,32554,,,11992,9,296,77515
ZCTA5 77519,1129,,,491,0,8,77519
ZCTA5 77531,16141,,,6555,0,73,77531
ZCTA5 77534,2303,,,943,0,59,77534
ZCTA5 77536,33015,,,13495,75,506,77536
ZCTA5 77538,1030,,,340,0,13,77538
ZCTA5 77546,53320,,,21727,238,1296,77546
ZCTA5 77563,10680,,,3570,6,105,77563
ZCTA5 77581,49612,,,20904,63,940,77581
ZCTA5 77583,36903,,,11206,28,1022,77583
ZCTA5 77587,17040,,,4713,65,117,77587
ZCTA5 77616,563,,,208,0,45,77616
ZCTA5 77624,619,,,184,0,46,77624
ZCTA5 77640,15796,,,4802,45,63,77640
ZCTA5 77662,26077,,,9198,4,167,77662
ZCTA5 77665,6236,,,2113,11,171,77665
ZCTA5 77702,2762,,,1148,0,66,77702
ZCTA5 77705,40251,,,10663,153,98,77705
ZCTA5 77706,29792,,,13470,5,342,77706
ZCTA5 77802,26128,,,11020,39,520,77802
ZCTA5 77836,11913,,,4070,24,256,77836
ZCTA5 77856,5348,,,1682,0,39,77856
ZCTA5 77879,5582,,,1903,0,0,77879
ZCTA5 77961,303,,,127,0,0,77961
ZCTA5 77962,3704,,,1276,20,46,77962
ZCTA5 77968,3198,,,1136,0,103,77968
ZCTA5 77971,1013,,,401,0,23,77971
ZCTA5 77982,971,,,282,0,45,77982
ZCTA5 77086,29178,,,10331,296,196,77086
ZCTA5 77304,30785,,,12895,49,738,77304
ZCTA5 77306,13245,,,4056,0,210,77306
ZCTA5 77331,7699,,,2243,0,121,77331
ZCTA5 77011,17803,,,5180,235,73,77011
ZCTA5 77012,19468,,,6038,441,61,77012
ZCTA5 77013,20706,,,6756,85,145,77013
ZCTA5 77005,28552,,,10225,63,1087,77005
ZCTA5 77007,37492,,,23720,673,1777,77007
ZCTA5 77017,32720,,,11847,381,170,77017
ZCTA5 77019,21319,,,11120,189,901,77019
ZCTA5 76710,24685,,,9905,104,446,76710
ZCTA5 76656,2499,,,845,0,8,76656
ZCTA5 76711,9772,,,4000,3,161,76711
ZCTA5 76252,2834,,,1320,16,29,76252
ZCTA5 76264,1508,,,629,0,53,76264
ZCTA5 76681,675,,,219,0,27,76681
ZCTA5 75961,15644,,,6095,0,107,75961
ZCTA5 75972,5997,,,1514,0,20,75972
ZCTA5 75558,1770,,,675,0,0,75558
ZCTA5 75751,16855,,,5445,0,196,75751
ZCTA5 75929,1682,,,411,0,53,75929
ZCTA5 75148,6060,,,1692,0,111,75148
ZCTA5 75231,41072,,,14878,1272,801,75231
ZCTA5 75448,724,,,222,7,7,75448
ZCTA5 75493,533,,,207,0,0,75493
ZCTA5 75640,4585,,,1564,0,43,75640
ZCTA5 75770,3223,,,1188,0,38,75770
ZCTA5 75134,22337,,,8352,271,210,75134
ZCTA5 75226,4674,,,1643,119,154,75226
ZCTA5 75969,3965,,,1375,20,44,75969
ZCTA5 75125,6333,,,1809,0,230,75125
ZCTA5 75094,23370,,,8978,43,982,75094
ZCTA5 75227,58995,,,18895,714,335,75227
ZCTA5 75414,2879,,,1098,0,119,75414
ZCTA5 75440,6506,,,2040,0,103,75440
ZCTA5 75938,2809,,,711,0,25,75938
ZCTA5 75851,4878,,,640,0,45,75851
ZCTA5 75949,7501,,,2092,0,79,75949
ZCTA5 73731,115,,,31,0,0,73731
ZCTA5 73737,3521,,,1276,0,38,73737
ZCTA5 73757,233,,,42,0,3,73757
ZCTA5 73758,93,,,27,0,0,73758
ZCTA5 73801,15529,,,6128,0,162,73801
ZCTA5 73838,345,,,182,0,0,73838
ZCTA5 73842,549,,,195,0,16,73842
ZCTA5 73937,242,,,74,0,3,73937
ZCTA5 73744,158,,,62,0,0,73744
ZCTA5 73749,414,,,130,0,1,73749
ZCTA5 73755,820,,,268,2,54,73755
ZCTA5 73756,349,,,128,0,22,73756
ZCTA5 73759,1565,,,585,0,21,73759
ZCTA5 73835,235,,,90,0,24,73835
ZCTA5 73840,739,,,283,0,14,73840
ZCTA5 73855,86,,,46,0,0,73855
ZCTA5 73857,681,,,274,0,11,73857
ZCTA5 73901,185,,,43,0,0,73901
ZCTA5 73932,2304,,,797,10,48,73932
ZCTA5 73945,2884,,,1028,0,17,73945
ZCTA5 73071,42656,,,18765,246,520,73071
ZCTA5 73072,46675,,,17896,138,1279,73072
ZCTA5 73073,473,,,182,0,14,73073
ZCTA5 73084,6878,,,2199,0,125,73084
ZCTA5 73099,68676,,,29943,25,1283,73099
ZCTA5 73108,15156,,,4113,67,22,73108
ZCTA5 73120,35771,,,16574,34,986,73120
ZCTA5 73401,35952,,,12884,53,283,73401
ZCTA5 73437,105,,,53,0,0,73437
ZCTA5 73438,3480,,,1168,0,51,73438
ZCTA5 73456,2113,,,665,1,47,73456
ZCTA5 73537,578,,,155,1,11,73537
ZCTA5 73645,1436,,,427,0,36,73645
ZCTA5 73552,1512,,,473,0,46,73552
ZCTA5 73556,133,,,31,0,0,73556
ZCTA5 73639,588,,,168,0,13,73639
ZCTA5 73716,497,,,128,0,23,73716
ZCTA5 73717,7031,,,2908,0,72,73717
ZCTA5 73719,79,,,29,0,2,73719
ZCTA5 73106,12683,,,4787,67,155,73106
ZCTA5 73111,11368,,,2947,103,36,73111
ZCTA5 73114,18312,,,6763,35,178,73114
ZCTA5 73119,32119,,,8807,83,136,73119
ZCTA5 73127,25134,,,8106,94,382,73127
ZCTA5 73131,3823,,,1684,0,102,73131
ZCTA5 73139,17563,,,6829,118,314,73139
ZCTA5 73145,3277,,,1779,6,40,73145
ZCTA5 73159,33816,,,12579,126,364,73159
ZCTA5 73162,29747,,,13414,0,703,73162
ZCTA5 73170,37699,,,17431,7,660,73170
ZCTA5 73430,1336,,,373,0,38,73430
ZCTA5 73448,6295,,,2093,12,127,73448
ZCTA5 73458,895,,,299,0,17,73458
