Name,Population,Population II,Male Population,Drive to Work - Solo Driver,Public Transportation,Work from Home,Median Income,Zipcode
ZCTA5 56257,490.0,,,147.0,0.0,25.0,21976.0,56257
ZCTA5 56265,7322.0,,,3025.0,63.0,275.0,35000.0,56265
ZCTA5 56287,78.0,,,37.0,0.0,0.0,32750.0,56287
ZCTA5 56288,4850.0,,,2264.0,20.0,105.0,36935.0,56288
ZCTA5 56293,1287.0,,,453.0,2.0,55.0,26845.0,56293
ZCTA5 56314,1094.0,,,442.0,0.0,55.0,36394.0,56314
ZCTA5 56349,849.0,,,386.0,0.0,32.0,35769.0,56349
ZCTA5 56355,555.0,,,252.0,1.0,10.0,30586.0,56355
ZCTA5 56361,2292.0,,,861.0,5.0,96.0,29651.0,56361
ZCTA5 56375,916.0,,,432.0,0.0,44.0,36397.0,56375
ZCTA5 56376,343.0,,,168.0,0.0,4.0,33889.0,56376
ZCTA5 56385,786.0,,,336.0,0.0,23.0,28750.0,56385
ZCTA5 56016,933.0,,,385.0,0.0,7.0,31771.0,56016
ZCTA5 56022,42.0,,,14.0,0.0,0.0,-666666666.0,56022
ZCTA5 56029,759.0,,,292.0,1.0,17.0,30398.0,56029
ZCTA5 56043,468.0,,,198.0,0.0,10.0,31667.0,56043
ZCTA5 56050,1452.0,,,728.0,2.0,35.0,35402.0,56050
ZCTA5 56052,724.0,,,315.0,0.0,37.0,33580.0,56052
ZCTA5 56055,3974.0,,,1811.0,0.0,119.0,36172.0,56055
ZCTA5 56065,2748.0,,,1076.0,0.0,80.0,32026.0,56065
ZCTA5 56089,148.0,,,60.0,0.0,0.0,27917.0,56089
ZCTA5 56091,343.0,,,130.0,0.0,14.0,29643.0,56091
ZCTA5 56093,12329.0,,,4789.0,19.0,271.0,30752.0,56093
ZCTA5 56096,3160.0,,,1285.0,2.0,74.0,33133.0,56096
ZCTA5 56678,1201.0,,,553.0,1.0,22.0,29268.0,56678
ZCTA5 56713,1026.0,,,431.0,6.0,41.0,31076.0,56713
ZCTA5 56732,1102.0,,,377.0,0.0,36.0,25625.0,56732
ZCTA5 56736,992.0,,,356.0,0.0,16.0,30000.0,56736
ZCTA5 56751,5536.0,,,2242.0,11.0,131.0,32073.0,56751
ZCTA5 56757,870.0,,,331.0,0.0,46.0,31938.0,56757
ZCTA5 56762,2587.0,,,991.0,3.0,81.0,31989.0,56762
ZCTA5 56252,1200.0,,,488.0,0.0,39.0,35972.0,56252
ZCTA5 56282,1641.0,,,636.0,0.0,59.0,35523.0,56282
ZCTA5 56284,2205.0,,,823.0,2.0,89.0,30382.0,56284
ZCTA5 56295,291.0,,,119.0,0.0,13.0,33409.0,56295
ZCTA5 56304,16641.0,,,6721.0,262.0,175.0,28092.0,56304
ZCTA5 56315,1663.0,,,686.0,0.0,51.0,34189.0,56315
ZCTA5 56320,8306.0,,,3631.0,0.0,129.0,37006.0,56320
ZCTA5 56330,1723.0,,,722.0,0.0,44.0,35523.0,56330
ZCTA5 56342,2661.0,,,809.0,7.0,54.0,24551.0,56342
ZCTA5 56359,3563.0,,,992.0,3.0,59.0,23632.0,56359
ZCTA5 56368,4578.0,,,2023.0,10.0,143.0,31250.0,56368
ZCTA5 56371,105.0,,,46.0,0.0,4.0,31786.0,56371
ZCTA5 56373,3155.0,,,1316.0,0.0,115.0,32041.0,56373
ZCTA5 56386,622.0,,,194.0,8.0,12.0,21728.0,56386
ZCTA5 56437,1458.0,,,432.0,0.0,37.0,26765.0,56437
ZCTA5 56444,3094.0,,,1115.0,6.0,64.0,30504.0,56444
ZCTA5 56517,244.0,,,87.0,0.0,19.0,35156.0,56517
ZCTA5 56540,2150.0,,,776.0,0.0,50.0,27772.0,56540
ZCTA5 56528,1681.0,,,604.0,0.0,42.0,29188.0,56528
ZCTA5 56534,1246.0,,,534.0,0.0,24.0,30652.0,56534
ZCTA5 56537,18894.0,,,7387.0,232.0,519.0,32051.0,56537
ZCTA5 56223,1432.0,,,547.0,0.0,46.0,30068.0,56223
ZCTA5 56243,1685.0,,,615.0,0.0,68.0,30640.0,56243
ZCTA5 56249,283.0,,,117.0,0.0,25.0,36111.0,56249
ZCTA5 56258,15503.0,,,6425.0,63.0,382.0,30541.0,56258
ZCTA5 56263,519.0,,,218.0,0.0,41.0,35833.0,56263
ZCTA5 56266,1476.0,,,589.0,9.0,126.0,30025.0,56266
ZCTA5 56267,6913.0,,,2776.0,75.0,201.0,32638.0,56267
ZCTA5 56276,216.0,,,72.0,0.0,6.0,26500.0,56276
ZCTA5 56279,1350.0,,,632.0,0.0,54.0,31186.0,56279
ZCTA5 56296,1948.0,,,703.0,3.0,43.0,32546.0,56296
ZCTA5 56309,1292.0,,,466.0,3.0,72.0,31122.0,56309
ZCTA5 56323,539.0,,,255.0,0.0,5.0,30192.0,56323
ZCTA5 56382,1442.0,,,617.0,0.0,64.0,30169.0,56382
ZCTA5 56387,7316.0,,,2961.0,0.0,161.0,25776.0,56387
ZCTA5 56687,55.0,,,26.0,0.0,0.0,30938.0,56687
ZCTA5 56710,607.0,,,262.0,0.0,12.0,31181.0,56710
ZCTA5 56760,337.0,,,161.0,0.0,36.0,32031.0,56760
ZCTA5 56630,2216.0,,,674.0,0.0,31.0,24375.0,56630
ZCTA5 56644,842.0,,,244.0,3.0,29.0,23523.0,56644
ZCTA5 56647,848.0,,,299.0,0.0,15.0,23300.0,56647
ZCTA5 56651,630.0,,,226.0,0.0,7.0,26667.0,56651
ZCTA5 56662,483.0,,,101.0,0.0,25.0,25708.0,56662
ZCTA5 56667,581.0,,,208.0,0.0,19.0,34615.0,56667
ZCTA5 56676,1564.0,,,578.0,4.0,34.0,28306.0,56676
ZCTA5 56711,0.0,,,0.0,0.0,0.0,-666666666.0,56711
ZCTA5 56720,18.0,,,7.0,0.0,3.0,-666666666.0,56720
ZCTA5 56726,1760.0,,,690.0,5.0,96.0,31762.0,56726
ZCTA5 56737,837.0,,,280.0,1.0,53.0,26118.0,56737
ZCTA5 56544,5531.0,,,2054.0,0.0,196.0,30609.0,56544
ZCTA5 56545,657.0,,,319.0,0.0,15.0,32372.0,56545
ZCTA5 56554,2759.0,,,1092.0,4.0,103.0,33546.0,56554
ZCTA5 56569,1303.0,,,408.0,2.0,78.0,26705.0,56569
ZCTA5 56628,1674.0,,,370.0,4.0,24.0,26294.0,56628
ZCTA5 56659,88.0,,,23.0,0.0,0.0,25833.0,56659
ZCTA5 56669,341.0,,,111.0,0.0,25.0,14421.0,56669
ZCTA5 56670,1471.0,,,247.0,66.0,35.0,16646.0,56670
ZCTA5 56684,320.0,,,93.0,0.0,13.0,30104.0,56684
ZCTA5 56714,1217.0,,,472.0,0.0,54.0,31188.0,56714
ZCTA5 56511,1907.0,,,781.0,0.0,107.0,34231.0,56511
ZCTA5 56515,3007.0,,,900.0,12.0,114.0,29566.0,56515
ZCTA5 56516,273.0,,,92.0,0.0,4.0,27813.0,56516
ZCTA5 56518,398.0,,,148.0,0.0,7.0,29167.0,56518
ZCTA5 56520,3828.0,,,1569.0,23.0,71.0,31077.0,56520
ZCTA5 56535,1235.0,,,441.0,0.0,16.0,25649.0,56535
ZCTA5 56729,119.0,,,44.0,0.0,2.0,24500.0,56729
ZCTA5 56731,74.0,,,20.0,0.0,9.0,31250.0,56731
ZCTA5 56744,504.0,,,216.0,0.0,37.0,31944.0,56744
ZCTA5 56754,572.0,,,259.0,3.0,15.0,36833.0,56754
ZCTA5 56758,374.0,,,128.0,0.0,14.0,25446.0,56758
ZCTA5 56763,5157.0,,,2017.0,12.0,154.0,31912.0,56763
ZCTA5 56153,219.0,,,100.0,0.0,3.0,26500.0,56153
ZCTA5 56078,487.0,,,225.0,0.0,16.0,35917.0,56078
ZCTA5 56080,764.0,,,385.0,0.0,3.0,36250.0,56080
ZCTA5 56088,1772.0,,,722.0,0.0,61.0,25896.0,56088
ZCTA5 56177,54.0,,,22.0,0.0,0.0,-666666666.0,56177
ZCTA5 56237,496.0,,,192.0,0.0,12.0,27155.0,56237
ZCTA5 56219,1011.0,,,319.0,5.0,55.0,30231.0,56219
ZCTA5 56228,1003.0,,,409.0,0.0,31.0,26587.0,56228
ZCTA5 56231,379.0,,,129.0,1.0,14.0,32273.0,56231
ZCTA5 56240,1065.0,,,346.0,2.0,64.0,32283.0,56240
ZCTA5 56245,630.0,,,269.0,0.0,20.0,31917.0,56245
ZCTA5 56253,1181.0,,,514.0,0.0,34.0,30493.0,56253
ZCTA5 56271,1167.0,,,484.0,0.0,40.0,32464.0,56271
ZCTA5 56280,472.0,,,226.0,0.0,70.0,30050.0,56280
ZCTA5 56316,1466.0,,,579.0,0.0,58.0,25234.0,56316
ZCTA5 56319,1299.0,,,609.0,0.0,72.0,39231.0,56319
ZCTA5 56324,1170.0,,,439.0,0.0,36.0,29032.0,56324
ZCTA5 56113,245.0,,,70.0,0.0,19.0,44643.0,56113
ZCTA5 56147,195.0,,,97.0,0.0,3.0,32083.0,56147
ZCTA5 56230,820.0,,,402.0,0.0,17.0,31042.0,56230
ZCTA5 56001,48214.0,,,21547.0,470.0,1308.0,27669.0,56001
ZCTA5 56560,43862.0,,,18986.0,295.0,1546.0,32847.0,56560
ZCTA5 56636,4979.0,,,1584.0,52.0,106.0,24875.0,56636
ZCTA5 56724,148.0,,,63.0,0.0,5.0,26250.0,56724
ZCTA5 56741,0.0,,,0.0,0.0,0.0,-666666666.0,56741
ZCTA5 56173,357.0,,,137.0,0.0,12.0,24444.0,56173
ZCTA5 56003,14603.0,,,6937.0,57.0,225.0,35700.0,56003
ZCTA5 56009,1345.0,,,607.0,2.0,34.0,31926.0,56009
ZCTA5 56032,269.0,,,121.0,0.0,0.0,23906.0,56032
ZCTA5 56068,984.0,,,481.0,0.0,36.0,32557.0,56068
ZCTA5 56570,1165.0,,,389.0,0.0,21.0,29318.0,56570
ZCTA5 56549,4824.0,,,2052.0,0.0,233.0,41607.0,56549
ZCTA5 56553,200.0,,,77.0,0.0,11.0,37344.0,56553
ZCTA5 56556,1096.0,,,372.0,3.0,20.0,27026.0,56556
ZCTA5 56576,829.0,,,250.0,0.0,21.0,27361.0,56576
ZCTA5 56585,1090.0,,,324.0,0.0,55.0,32014.0,56585
ZCTA5 56650,739.0,,,191.0,9.0,35.0,22069.0,56650
ZCTA5 56660,335.0,,,124.0,0.0,3.0,23542.0,56660
ZCTA5 56671,3294.0,,,699.0,87.0,59.0,19574.0,56671
ZCTA5 56467,2561.0,,,839.0,0.0,91.0,29326.0,56467
ZCTA5 56470,10592.0,,,3641.0,49.0,310.0,27930.0,56470
ZCTA5 56472,7854.0,,,3082.0,2.0,303.0,28568.0,56472
ZCTA5 56473,3488.0,,,1449.0,4.0,94.0,31644.0,56473
ZCTA5 56479,5146.0,,,1843.0,10.0,74.0,27067.0,56479
ZCTA5 56044,2178.0,,,958.0,5.0,120.0,38663.0,56044
ZCTA5 56056,84.0,,,43.0,0.0,3.0,36875.0,56056
ZCTA5 56115,1446.0,,,572.0,0.0,74.0,33182.0,56115
ZCTA5 56118,471.0,,,193.0,0.0,22.0,32500.0,56118
ZCTA5 56120,954.0,,,329.0,2.0,33.0,26750.0,56120
ZCTA5 56143,4199.0,,,1760.0,3.0,129.0,32733.0,56143
ZCTA5 56144,1107.0,,,317.0,0.0,41.0,30139.0,56144
ZCTA5 56145,535.0,,,233.0,0.0,8.0,22381.0,56145
ZCTA5 56149,1128.0,,,443.0,0.0,26.0,29904.0,56149
ZCTA5 56156,5809.0,,,2246.0,13.0,183.0,33350.0,56156
ZCTA5 56165,424.0,,,136.0,4.0,31.0,29464.0,56165
ZCTA5 56172,3008.0,,,1169.0,2.0,80.0,32515.0,56172
ZCTA5 56178,1911.0,,,639.0,2.0,75.0,31151.0,56178
ZCTA5 56187,14589.0,,,4649.0,3.0,191.0,28841.0,56187
ZCTA5 56208,2062.0,,,650.0,3.0,73.0,26319.0,56208
ZCTA5 56214,703.0,,,290.0,0.0,31.0,25000.0,56214
ZCTA5 56215,4338.0,,,1838.0,8.0,94.0,30000.0,56215
ZCTA5 56216,689.0,,,379.0,2.0,36.0,37148.0,56216
ZCTA5 56325,197.0,,,81.0,0.0,4.0,20417.0,56325
ZCTA5 56334,5556.0,,,2339.0,19.0,137.0,33392.0,56334
ZCTA5 56347,7165.0,,,2431.0,6.0,172.0,26949.0,56347
ZCTA5 56335,268.0,,,141.0,0.0,5.0,33250.0,56335
ZCTA5 56338,1627.0,,,620.0,1.0,43.0,32076.0,56338
ZCTA5 56345,14557.0,,,5658.0,62.0,308.0,27968.0,56345
ZCTA5 56350,499.0,,,185.0,0.0,10.0,28929.0,56350
ZCTA5 56116,767.0,,,359.0,0.0,33.0,34700.0,56116
ZCTA5 56121,604.0,,,228.0,0.0,26.0,34464.0,56121
ZCTA5 56123,468.0,,,164.0,1.0,32.0,31250.0,56123
ZCTA5 56136,1064.0,,,391.0,2.0,47.0,26090.0,56136
ZCTA5 56142,949.0,,,314.0,0.0,43.0,29200.0,56142
ZCTA5 56150,2680.0,,,1126.0,2.0,109.0,32461.0,56150
ZCTA5 56151,780.0,,,333.0,5.0,43.0,34150.0,56151
ZCTA5 56152,1400.0,,,451.0,0.0,77.0,28568.0,56152
ZCTA5 56169,656.0,,,303.0,0.0,23.0,35859.0,56169
ZCTA5 56183,1255.0,,,444.0,0.0,34.0,26625.0,56183
ZCTA5 56186,357.0,,,143.0,1.0,17.0,27375.0,56186
ZCTA5 56435,2499.0,,,814.0,0.0,108.0,26029.0,56435
ZCTA5 56452,1845.0,,,478.0,6.0,67.0,29385.0,56452
ZCTA5 56455,1970.0,,,647.0,4.0,47.0,26526.0,56455
ZCTA5 56458,359.0,,,121.0,0.0,13.0,30208.0,56458
ZCTA5 56466,2990.0,,,1124.0,3.0,65.0,25147.0,56466
ZCTA5 56748,688.0,,,294.0,0.0,15.0,34375.0,56748
ZCTA5 56750,2300.0,,,929.0,4.0,47.0,34430.0,56750
ZCTA5 56755,86.0,,,29.0,0.0,1.0,41500.0,56755
ZCTA5 56759,254.0,,,88.0,0.0,13.0,26250.0,56759
ZCTA5 56641,322.0,,,78.0,10.0,9.0,25167.0,56641
ZCTA5 56654,140.0,,,65.0,0.0,0.0,29219.0,56654
ZCTA5 56657,328.0,,,53.0,0.0,13.0,23500.0,56657
ZCTA5 56666,1080.0,,,150.0,48.0,27.0,18040.0,56666
ZCTA5 56716,9274.0,,,3630.0,33.0,446.0,30122.0,56716
ZCTA5 56722,341.0,,,153.0,0.0,0.0,33036.0,56722
ZCTA5 56727,657.0,,,194.0,1.0,48.0,30926.0,56727
ZCTA5 56738,1453.0,,,648.0,0.0,64.0,35461.0,56738
ZCTA5 56211,402.0,,,147.0,0.0,36.0,28500.0,56211
ZCTA5 56220,2710.0,,,880.0,14.0,121.0,28563.0,56220
ZCTA5 56224,285.0,,,112.0,0.0,10.0,35000.0,56224
ZCTA5 56239,622.0,,,251.0,0.0,41.0,34620.0,56239
ZCTA5 56264,2187.0,,,902.0,0.0,120.0,32055.0,56264
ZCTA5 56281,644.0,,,235.0,0.0,11.0,30078.0,56281
ZCTA5 56289,705.0,,,299.0,0.0,20.0,35216.0,56289
ZCTA5 56307,5515.0,,,2261.0,0.0,181.0,31147.0,56307
ZCTA5 56308,25080.0,,,10899.0,74.0,856.0,35566.0,56308
ZCTA5 56310,5425.0,,,2645.0,2.0,172.0,36352.0,56310
ZCTA5 56312,2622.0,,,976.0,0.0,128.0,31098.0,56312
ZCTA5 56313,92.0,,,18.0,0.0,0.0,21750.0,56313
ZCTA5 56327,800.0,,,283.0,0.0,62.0,34732.0,56327
ZCTA5 56328,169.0,,,79.0,0.0,5.0,26731.0,56328
ZCTA5 56329,7524.0,,,2974.0,6.0,225.0,34190.0,56329
ZCTA5 56352,6020.0,,,2496.0,4.0,280.0,31114.0,56352
ZCTA5 56356,282.0,,,119.0,0.0,11.0,27174.0,56356
ZCTA5 56357,1080.0,,,411.0,0.0,34.0,36316.0,56357
ZCTA5 56358,3326.0,,,1242.0,3.0,122.0,28801.0,56358
ZCTA5 56360,3729.0,,,1333.0,0.0,154.0,28821.0,56360
ZCTA5 56171,1792.0,,,795.0,11.0,59.0,34474.0,56171
ZCTA5 56060,418.0,,,195.0,0.0,3.0,30074.0,56060
ZCTA5 56048,4180.0,,,1832.0,23.0,120.0,35062.0,56048
ZCTA5 56057,3958.0,,,1628.0,6.0,83.0,32934.0,56057
ZCTA5 56058,5729.0,,,2302.0,0.0,91.0,31056.0,56058
ZCTA5 56073,16572.0,,,7479.0,37.0,608.0,32038.0,56073
ZCTA5 56114,283.0,,,137.0,1.0,8.0,37500.0,56114
ZCTA5 56082,14502.0,,,5115.0,26.0,1480.0,30248.0,56082
ZCTA5 56083,831.0,,,331.0,6.0,78.0,31319.0,56083
ZCTA5 56085,5273.0,,,2143.0,0.0,245.0,30299.0,56085
ZCTA5 56207,282.0,,,147.0,0.0,9.0,29375.0,56207
ZCTA5 56477,2790.0,,,1023.0,5.0,92.0,25729.0,56477
ZCTA5 56443,1340.0,,,461.0,4.0,27.0,29911.0,56443
ZCTA5 56468,4483.0,,,1773.0,0.0,222.0,32455.0,56468
ZCTA5 56475,1687.0,,,623.0,4.0,59.0,27629.0,56475
ZCTA5 56521,745.0,,,270.0,0.0,43.0,27024.0,56521
ZCTA5 56522,455.0,,,181.0,0.0,35.0,30781.0,56522
ZCTA5 56649,9210.0,,,2882.0,38.0,183.0,28705.0,56649
ZCTA5 56626,285.0,,,56.0,7.0,0.0,17237.0,56626
ZCTA5 56633,4490.0,,,1244.0,23.0,53.0,23409.0,56633
ZCTA5 56634,1423.0,,,476.0,0.0,38.0,28708.0,56634
ZCTA5 56655,1612.0,,,375.0,0.0,31.0,26108.0,56655
ZCTA5 56672,2003.0,,,487.0,3.0,75.0,25557.0,56672
ZCTA5 56548,791.0,,,263.0,7.0,44.0,26585.0,56548
ZCTA5 56550,458.0,,,182.0,0.0,24.0,26860.0,56550
ZCTA5 56557,2835.0,,,864.0,10.0,94.0,25805.0,56557
ZCTA5 56565,34.0,,,10.0,0.0,0.0,31250.0,56565
ZCTA5 56575,801.0,,,166.0,3.0,24.0,19846.0,56575
ZCTA5 56583,112.0,,,48.0,0.0,8.0,34583.0,56583
ZCTA5 56623,2635.0,,,883.0,8.0,150.0,26223.0,56623
ZCTA5 56139,451.0,,,177.0,0.0,8.0,33359.0,56139
ZCTA5 56434,342.0,,,74.0,0.0,13.0,27917.0,56434
ZCTA5 56438,2922.0,,,1031.0,1.0,113.0,27401.0,56438
ZCTA5 56446,1406.0,,,490.0,13.0,32.0,24492.0,56446
ZCTA5 56721,10180.0,,,4310.0,68.0,219.0,34310.0,56721
ZCTA5 56715,325.0,,,119.0,0.0,4.0,32500.0,56715
ZCTA5 56725,973.0,,,380.0,13.0,30.0,31971.0,56725
ZCTA5 56734,463.0,,,147.0,0.0,14.0,22647.0,56734
ZCTA5 56756,721.0,,,341.0,0.0,10.0,30917.0,56756
ZCTA5 56020,88.0,,,47.0,0.0,1.0,31250.0,56020
ZCTA5 56021,1058.0,,,517.0,0.0,29.0,37177.0,56021
ZCTA5 56023,560.0,,,231.0,0.0,8.0,27438.0,56023
ZCTA5 56034,446.0,,,215.0,0.0,14.0,31607.0,56034
ZCTA5 56039,970.0,,,419.0,2.0,31.0,33833.0,56039
ZCTA5 56042,671.0,,,270.0,0.0,39.0,35714.0,56042
ZCTA5 56362,5840.0,,,2505.0,1.0,251.0,30959.0,56362
ZCTA5 56364,5622.0,,,2096.0,4.0,229.0,30839.0,56364
ZCTA5 56377,18743.0,,,8719.0,80.0,546.0,42169.0,56377
ZCTA5 56436,39.0,,,20.0,0.0,0.0,18750.0,56436
ZCTA5 56441,3848.0,,,1178.0,1.0,38.0,24852.0,56441
ZCTA5 56442,2261.0,,,713.0,0.0,98.0,32061.0,56442
ZCTA5 56450,933.0,,,315.0,0.0,9.0,26207.0,56450
ZCTA5 56453,905.0,,,341.0,0.0,33.0,26200.0,56453
ZCTA5 56456,52.0,,,21.0,0.0,0.0,22708.0,56456
ZCTA5 56464,4603.0,,,1523.0,0.0,200.0,26487.0,56464
ZCTA5 56525,100.0,,,39.0,0.0,0.0,42292.0,56525
ZCTA5 56533,315.0,,,164.0,2.0,2.0,39250.0,56533
ZCTA5 56547,2738.0,,,1162.0,0.0,113.0,39458.0,56547
ZCTA5 56566,528.0,,,103.0,12.0,9.0,20096.0,56566
ZCTA5 56571,1827.0,,,620.0,0.0,45.0,29044.0,56571
ZCTA5 56586,1927.0,,,630.0,0.0,46.0,32744.0,56586
ZCTA5 56589,2161.0,,,642.0,5.0,72.0,25028.0,56589
ZCTA5 56590,308.0,,,136.0,0.0,6.0,29167.0,56590
ZCTA5 56592,496.0,,,167.0,0.0,18.0,32448.0,56592
ZCTA5 56162,223.0,,,96.0,0.0,9.0,37321.0,56162
ZCTA5 56469,1091.0,,,308.0,0.0,22.0,28632.0,56469
ZCTA5 56212,452.0,,,204.0,0.0,13.0,28239.0,56212
ZCTA5 56270,1085.0,,,415.0,0.0,36.0,30385.0,56270
ZCTA5 56339,1094.0,,,377.0,0.0,44.0,31359.0,56339
ZCTA5 56474,4080.0,,,1351.0,12.0,176.0,24275.0,56474
ZCTA5 71770,3591.0,,,1122.0,6.0,13.0,18923.0,71770
ZCTA5 71822,8543.0,,,2855.0,0.0,0.0,26327.0,71822
ZCTA5 71832,11238.0,,,3460.0,6.0,94.0,23964.0,71832
ZCTA5 71839,374.0,,,80.0,0.0,0.0,16618.0,71839
ZCTA5 71846,2810.0,,,1030.0,4.0,58.0,22417.0,71846
ZCTA5 71855,587.0,,,192.0,0.0,17.0,14430.0,71855
ZCTA5 71859,546.0,,,156.0,0.0,8.0,22039.0,71859
ZCTA5 71922,64.0,,,27.0,0.0,0.0,27000.0,71922
ZCTA5 71028,1205.0,,,497.0,0.0,14.0,20093.0,71028
ZCTA5 71001,4436.0,,,996.0,0.0,22.0,18149.0,71001
ZCTA5 71045,642.0,,,271.0,0.0,4.0,31486.0,71045
ZCTA5 71068,3553.0,,,937.0,0.0,69.0,21190.0,71068
ZCTA5 71070,1770.0,,,621.0,0.0,2.0,26193.0,71070
ZCTA5 71079,194.0,,,40.0,0.0,0.0,-666666666.0,71079
ZCTA5 71109,21010.0,,,5524.0,477.0,185.0,15432.0,71109
ZCTA5 71223,360.0,,,85.0,0.0,0.0,16146.0,71223
ZCTA5 71243,194.0,,,89.0,0.0,0.0,30547.0,71243
ZCTA5 71251,9050.0,,,2197.0,0.0,91.0,20037.0,71251
ZCTA5 71261,1130.0,,,288.0,0.0,2.0,16456.0,71261
ZCTA5 71266,1241.0,,,505.0,0.0,12.0,25947.0,71266
ZCTA5 71276,112.0,,,67.0,0.0,0.0,27292.0,71276
ZCTA5 71295,13992.0,,,3937.0,14.0,116.0,20101.0,71295
ZCTA5 71343,6833.0,,,2453.0,0.0,28.0,22230.0,71343
ZCTA5 71350,4038.0,,,1293.0,14.0,0.0,19505.0,71350
ZCTA5 71351,10891.0,,,3570.0,0.0,49.0,18497.0,71351
ZCTA5 71401,257.0,,,73.0,0.0,0.0,85909.0,71401
ZCTA5 71410,104.0,,,36.0,0.0,0.0,33750.0,71410
ZCTA5 71425,172.0,,,35.0,0.0,0.0,83333.0,71425
ZCTA5 71426,292.0,,,94.0,0.0,4.0,18125.0,71426
ZCTA5 71459,11658.0,,,5027.0,0.0,269.0,28980.0,71459
ZCTA5 71642,615.0,,,112.0,0.0,4.0,14713.0,71642
ZCTA5 71651,97.0,,,0.0,0.0,0.0,45436.0,71651
ZCTA5 71655,15192.0,,,5200.0,0.0,131.0,24111.0,71655
ZCTA5 71658,730.0,,,180.0,0.0,10.0,19167.0,71658
ZCTA5 71744,2744.0,,,1124.0,6.0,3.0,26936.0,71744
ZCTA5 70773,224.0,,,46.0,0.0,0.0,12679.0,70773
ZCTA5 70775,11176.0,,,4497.0,2.0,29.0,26942.0,70775
ZCTA5 70776,6104.0,,,1439.0,0.0,26.0,35259.0,70776
ZCTA5 70788,3790.0,,,1314.0,0.0,34.0,23730.0,70788
ZCTA5 70791,26719.0,,,10923.0,0.0,205.0,33231.0,70791
ZCTA5 70805,27365.0,,,7675.0,451.0,104.0,15797.0,70805
ZCTA5 70817,35142.0,,,15365.0,0.0,904.0,42072.0,70817
ZCTA5 70836,0.0,,,0.0,0.0,0.0,-666666666.0,70836
ZCTA5 70465,639.0,,,180.0,0.0,0.0,13424.0,70465
ZCTA5 70471,21221.0,,,8135.0,22.0,713.0,41839.0,70471
ZCTA5 70501,31097.0,,,9667.0,443.0,238.0,16657.0,70501
ZCTA5 70507,16484.0,,,7060.0,29.0,93.0,29186.0,70507
ZCTA5 70534,945.0,,,319.0,0.0,0.0,29511.0,70534
ZCTA5 70538,14464.0,,,4146.0,1.0,121.0,22216.0,70538
ZCTA5 70549,3591.0,,,997.0,0.0,1.0,20677.0,70549
ZCTA5 70563,19565.0,,,8509.0,0.0,253.0,31592.0,70563
ZCTA5 70583,12416.0,,,4558.0,54.0,111.0,22804.0,70583
ZCTA5 70632,554.0,,,215.0,0.0,0.0,33083.0,70632
ZCTA5 70638,1227.0,,,552.0,1.0,0.0,38068.0,70638
ZCTA5 70656,3936.0,,,1180.0,0.0,0.0,18014.0,70656
ZCTA5 70644,225.0,,,66.0,0.0,0.0,40357.0,70644
ZCTA5 70645,1421.0,,,631.0,0.0,13.0,30151.0,70645
ZCTA5 70650,186.0,,,96.0,0.0,0.0,45125.0,70650
ZCTA5 70665,11474.0,,,4558.0,0.0,97.0,30527.0,70665
ZCTA5 70711,4579.0,,,1573.0,0.0,46.0,30443.0,70711
ZCTA5 70719,4356.0,,,1909.0,0.0,9.0,35522.0,70719
ZCTA5 70740,1634.0,,,490.0,40.0,2.0,20583.0,70740
ZCTA5 70744,5932.0,,,1860.0,0.0,139.0,23567.0,70744
ZCTA5 70581,559.0,,,199.0,0.0,0.0,30111.0,70581
ZCTA5 70601,32201.0,,,11150.0,91.0,167.0,21910.0,70601
ZCTA5 70605,36307.0,,,15138.0,64.0,587.0,35401.0,70605
ZCTA5 70633,8233.0,,,2316.0,13.0,6.0,27229.0,70633
ZCTA5 70652,2132.0,,,837.0,0.0,0.0,26364.0,70652
ZCTA5 70654,181.0,,,81.0,0.0,0.0,19268.0,70654
ZCTA5 70660,1656.0,,,642.0,0.0,0.0,22227.0,70660
ZCTA5 70714,19808.0,,,8353.0,18.0,72.0,27219.0,70714
ZCTA5 70715,1389.0,,,515.0,10.0,0.0,23029.0,70715
ZCTA5 70734,7413.0,,,3200.0,0.0,259.0,41505.0,70734
ZCTA5 70748,7114.0,,,1125.0,0.0,27.0,23401.0,70748
ZCTA5 70339,5292.0,,,1974.0,0.0,118.0,26853.0,70339
ZCTA5 70116,11384.0,,,2867.0,311.0,423.0,27012.0,70116
ZCTA5 70118,36194.0,,,9604.0,1279.0,1622.0,21181.0,70118
ZCTA5 70123,26967.0,,,11966.0,74.0,554.0,36553.0,70123
ZCTA5 70353,1480.0,,,188.0,0.0,167.0,12754.0,70353
ZCTA5 70357,2487.0,,,806.0,19.0,66.0,25303.0,70357
ZCTA5 70364,31221.0,,,10966.0,17.0,262.0,28769.0,70364
ZCTA5 70395,4185.0,,,1739.0,2.0,21.0,28072.0,70395
ZCTA5 70422,13824.0,,,3828.0,0.0,301.0,23342.0,70422
ZCTA5 70005,25200.0,,,10483.0,129.0,575.0,38137.0,70005
ZCTA5 70047,12326.0,,,5505.0,0.0,103.0,41297.0,70047
ZCTA5 70356,1980.0,,,436.0,0.0,11.0,27909.0,70356
ZCTA5 70390,7511.0,,,2420.0,23.0,66.0,23419.0,70390
ZCTA5 70651,233.0,,,19.0,0.0,0.0,17880.0,70651
